2089	3193
2089	3194
2089	3195
2089	3196
2089	3197
2078	3198
2078	3199
2051	3200
2051	3201
2051	3202
2051	3203
2051	3204
2081	3205
1953	3206
1953	3207
1953	3208
1953	3209
1953	3210
1953	3211
1953	3212
1953	3213
1953	3214
1953	3215
1953	3216
1953	3217
1953	3218
1953	3219
1953	3220
1953	3221
1953	3222
1953	3223
1953	3224
1953	3225
1953	3226
1953	3227
1953	3228
1953	726
1953	3229
1953	3230
1953	3231
1953	3232
1953	3233
1953	3234
1953	3235
1953	3236
1953	3237
1953	3238
1953	3239
1953	3240
1953	3241
1953	3242
1953	3243
1953	3244
1953	3245
1953	3246
1953	3247
1953	3248
1953	3249
1953	3250
1953	3251
1953	3252
1953	3253
1953	3254
1953	3255
1953	3256
1953	3257
1953	3258
1953	1004
1953	3259
1953	3260
1953	3261
1953	3262
1953	3263
1953	1576
1953	3264
1953	3265
1953	3266
1953	3267
1953	3268
1953	3269
1953	3270
1953	3271
1953	3272
1953	3273
1953	3274
1953	3275
1953	3276
1953	3277
1953	3278
1953	3279
1953	3280
1953	3281
1953	3282
1953	3283
1953	3284
1953	3285
1953	3286
1953	3287
1953	3288
1953	3289
1953	3290
1953	3291
1953	3292
1953	3293
1953	3294
1953	3295
1953	3296
1953	3297
1953	3298
1953	3299
1953	3300
1953	3301
1953	3302
1953	3303
1953	3304
1953	3305
1953	3306
1953	3307
1953	3308
1953	3309
1953	3310
1953	3311
1953	3312
1953	3313
1953	3314
1953	3315
1953	3316
1953	3317
1953	3318
1953	2743
1953	3319
1953	3320
1953	3321
1953	3322
1953	3323
1953	3324
1953	3325
1953	3326
1953	3327
1953	3328
1953	3329
1953	3330
1953	3331
1953	3332
1953	3333
1953	3334
1953	3335
1953	3336
1953	3337
1953	3338
1953	3339
1953	3340
1953	3341
1953	3342
1953	3343
1953	3344
1953	3345
1953	3346
1953	3347
1953	3348
1953	3349
1953	3350
1953	3351
1953	3352
1953	3353
1953	3354
1953	3355
1953	3356
1953	3357
1953	3358
1953	3359
1953	3360
1953	3361
1953	3362
1953	3363
1953	3364
1953	3365
1953	3366
1953	3367
1953	3368
1953	3369
1953	3370
1953	3371
1953	3372
1953	3373
1953	3374
1953	3375
1953	3376
1953	3377
1953	3378
1953	3379
1953	3380
1953	3381
1953	3382
1953	3383
1953	3384
1953	3385
1953	3386
1953	3387
1953	3388
1953	3389
1953	3390
1953	3391
1953	3392
1953	3393
1953	3394
1953	3395
1953	3396
1953	3397
1953	3398
1953	3399
1953	3400
1953	3401
1953	3402
1953	3403
1953	3404
1953	3405
1953	3406
2037	3407
2037	3408
2037	3409
2037	3410
2071	3411
2071	3412
2071	3413
2007	3414
2007	3415
2007	3416
2007	3417
2007	3418
2007	3419
2007	3420
2007	3421
2007	3422
2007	3423
2007	3424
2007	3425
2007	3426
2007	3427
2007	3428
2007	3429
2007	3430
2007	3431
2007	3432
2007	3433
2007	3434
1952	3435
1952	3436
1952	3437
1952	3438
1952	3439
1952	3440
1952	3441
1952	3442
1952	3443
1952	3444
1952	3445
1952	3446
1952	3447
1952	3448
1952	3449
1952	3450
1952	3451
1952	3348
1952	3304
1952	3452
1952	3453
1952	3454
1952	3455
1952	3456
1952	3457
1952	3458
1952	3459
1952	3460
1952	3461
1952	3462
1952	3463
1952	3464
1952	3465
1952	3466
1952	3467
1952	3468
1952	3276
1952	3469
1952	3470
1952	3471
1952	3472
1952	3473
1952	3347
1952	3474
1952	3475
1952	3476
1952	3477
1952	3478
1952	3479
1952	3480
1952	3481
1952	3482
1952	3483
1952	3484
1952	3485
1952	3486
1952	3487
1952	3488
1952	2803
1952	3489
1952	3490
1952	3491
1952	3492
1952	3493
1952	3494
1952	3313
1952	3495
1952	3496
1952	3497
1952	3498
1952	3499
1952	3500
1952	3501
1952	3502
1952	3503
1952	3504
1952	3505
1952	3506
1952	3507
1952	3508
1952	3509
1952	3510
1952	3511
1952	3512
1952	3513
1952	3514
1952	3515
1952	3516
1952	3517
1952	3518
1952	3519
1952	3520
1952	3521
1952	3522
1952	3523
1952	3524
1952	3525
1952	3526
1952	3527
1952	3528
1952	3529
1952	3329
1952	3530
1952	3531
1952	3532
1952	3533
1952	3534
1952	3535
1952	3306
1952	1576
1952	3536
1952	3537
1952	3538
1952	3539
1952	3540
1952	3541
1952	3542
1952	3543
1952	3544
1952	3545
1952	3546
1952	3547
1952	3548
1952	3549
1952	3550
1952	3551
1952	3552
1952	3553
1952	3554
1952	3555
1952	3556
1952	3557
1952	3558
1952	3559
1952	3560
1952	3561
1952	3562
1952	3563
1952	3564
1952	3565
1952	3566
1952	3567
1952	3568
1952	3569
1952	3570
1952	3571
1952	3572
1952	3573
1952	3574
1952	3575
1952	3576
1952	3577
1952	3578
1952	3579
1952	3358
1952	3580
1952	3581
1952	3582
1952	3583
1952	3584
1952	3585
1952	3586
1952	3587
1952	3588
1952	3589
1952	3590
1753	3591
1753	3592
1753	3593
1753	3594
1753	3595
1753	3596
1753	3597
1740	3598
1740	3599
1740	3600
1740	3601
1740	3602
1740	3603
1740	3604
1740	3605
1740	3606
1740	3607
1740	3608
1740	3609
1740	3610
1740	3611
1740	3612
1740	3613
1740	3614
1740	3615
1740	3616
1740	3617
1740	3618
1740	3619
1740	3620
1740	3621
1740	3622
1740	3623
1740	3624
1740	3625
1740	3626
