2513	32330
2513	6297
2513	125
2513	1015
2513	540
2513	283
2513	1394
2595	836
2595	1405
2595	2074
2595	794
2595	4393
2595	655
2595	4306
2595	332
2595	1033
2595	83698
2536	30158
2536	303561002869963313
2536	127563
2536	39896
2536	847
2536	653
2536	760
2536	201103270004309633
2536	16593
2536	829
2558	2725
2558	829
2558	287
2558	10
2558	285
2489	1477
2489	847
2489	332
2489	290
2489	1033
2489	1029
2489	653
2489	59
2489	463
2489	979
2591	577880
2591	201206070010538930
2591	636845
2591	846337
2591	201107130006263009
2591	157945
2591	25609
2591	190431
2591	221938
2591	9979
2547	42065
2547	1938
2547	1406
2547	289
2547	93801
2547	1029
2504	290
2504	998
2504	3
2504	1033
2504	1728
2504	789
2504	463
2504	2725
2504	1029
2504	847
2493	3374
2493	1331
2493	45687
2498	244812
2553	283
2553	285
2553	1501
2553	2725
2553	847
2553	89347
2553	3289
2553	75760
2553	610
2553	1686
2548	2725
2548	1725
2588	188131
2588	68
2588	7294
2588	445
2588	1501
2588	287
2588	813
2588	1358
2588	1024
2588	847
2568	14112
2568	1848
2568	816
2568	998
2568	781
2568	847
2568	835
2568	287
2568	464
2568	285
2539	66637
2539	201208240011552695
2539	9406
2539	14800
2539	12523
2539	15449
2539	10
2539	410023
2539	40462
2539	190168
2549	1938
2549	56380
2549	65737
2549	60665
2549	27189
2549	63658
2549	201202260009759592
2507	201201310009405672
2507	979
2507	3140
2507	692
2507	847
2507	221101190002794023
2507	22644
2507	21543
2507	73553
2563	43125
2530	303506260881711567
2530	201110100007287851
2530	201103110003958518
2530	201103090002100167
2530	20550
2530	40341
2530	74652
2530	68691
2530	221011120001389944
2530	5395
2534	1538
2534	979
2534	101832
2534	47736
2534	35217
2534	231008270000514922
2534	39535
2534	201010060000910524
2577	303501015318106310
2577	201209100011773735
2577	231010120000994671
2577	201103170003523034
2577	36534
2577	231010080000932818
2577	20302
2577	2503
2577	2396
2577	130434
2486	303581035058793925
2486	16622
2486	1304
2486	244636
2486	4640
2486	316
2486	14630
2486	1848
2491	829
2491	979
2491	816
2491	1235
2491	781
2491	314
2491	285
2560	35649
2543	123
2543	3374
2543	540
2543	758
2543	998
2543	314
2543	1029
2543	829
2543	285
2543	847
2587	2044
2587	463
2587	289
2587	1033
2522	4251
2522	41002
2522	847
2522	537
2522	5395
2522	2044
2522	1033
2522	287
2522	285
2522	283
2521	34898
2521	655
2521	2891
2521	676946
2521	221012080001878703
2521	847
2521	221012080001684306
2519	134601
2519	303594894763541562
2519	9116
2519	40959
2519	18835
2519	7886
2519	238202
2519	129156
2519	34131
2519	303503275918227482
2594	221012110001980469
2594	285
2594	788
2594	998
2535	1347
2584	231008230000480242
2584	409443
2584	63592
2584	56725
2584	2926
2584	5194
2584	4903
2584	3331
2584	11856
2584	286
2556	303531796748442206
2556	723743
2556	303531788087327801
2556	893879
2556	303531787382314909
2556	24132
2556	221101110002656223
2556	747042
2556	231010020000848625
2556	4217
799	1029
799	320
799	847
799	15261
799	2405
799	3310
799	1748
763	201206090009318606
763	3072
763	879151
763	303509851768010349
763	468443
763	213489
763	816902
763	221105060003292147
763	30404
763	5021
799	1992
799	47928
799	47927
784	9
784	692
784	847
789	201207030009635267
789	28297
789	105274
797	2072
797	18430
785	464
785	979
785	21041
785	201203050009871472
785	52308
836	1526
836	283
836	7685
836	1639
836	2101
836	317
839	10
821	109434
821	979
821	4
783	449
783	260543
783	108132
783	8288
783	2210
783	285
783	134399
783	1560
783	221103170004059142
783	389085
843	201101020001888684
843	839
843	3106
843	786618
843	42891
843	247004
843	6880
755	1725
755	692
755	11195
755	684
755	3810
755	2396
755	653
755	1837
755	7274
755	455
808	29203
808	4188
808	847
808	9538
808	2386
808	5690
786	15142
786	201201190008709871
786	631
786	285
786	1938
786	1033
786	1029
786	289
786	125
800	624
800	464
800	332
800	1405
800	1501
800	2396
800	1029
800	2725
800	283
800	847
760	117741
760	221008120000371316
760	579507
760	221008120000371306
760	157857
760	10590
772	996
772	10
772	201007290000074641
772	135219
772	671
772	1698
772	1684
772	307
772	186156
772	221012180002157123
765	623
765	11629
765	331
765	7512
765	285
765	20829
765	43321
765	847
765	493
765	1501
779	119011
779	287
779	201112240008414514
779	77024
779	1873
779	1501
779	463
779	464
779	1029
779	847
815	125
815	10
815	1684
815	2396
815	283
815	847
768	3565
768	745
768	791713
768	791707
768	791704
816	83316
816	201205270010394145
816	201205270010959068
816	15626
816	201102030003082349
816	221101140002106970
816	43048
816	201008070000326025
816	11017
816	94146
790	829
790	1037
790	979
790	1330
790	1471
790	129156
790	287
790	263493
794	4882
794	1059
794	788
794	1728
747	286
747	2535
747	3391
747	17563
747	3387
747	3258
747	14112
842	464
842	10
814	56247
814	201009260000787193
767	1501
773	290
773	320
773	544
773	463
773	631
773	231
773	1728
773	286
773	314
773	142313
787	1024
787	493
787	816
787	1347
